sentence,cleanliness,comfort,amenities,staff,value,wifi,location,other
Camera superior veramente piccola e colazione non da Excelsior,neutral,negative,negative,neutral,neutral,neutral,neutral,neutral
"In estate nessun problema, ma in autunno e con forte vento non era confortevole La colazione può essere migliorata, soprattutto dal punto di vista bevande",neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Materasso Super scomodo,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
Ottimo rapporto qualità prezzo,neutral,neutral,neutral,neutral,positive,neutral,neutral,neutral
"La colazione è varia, disponibile fino al termine dell'orario per tutte le proposte.",neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Lo staff  tutti molto gentili e disponibili.,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
Consiglio di non segliere questo hotel.,neutral,neutral,neutral,neutral,negative,neutral,neutral,neutral
"Colazione ricca e varia,bagno confortevole,servizio deposito bagagli comodissimo data la posizione",neutral,positive,positive,neutral,neutral,neutral,neutral,neutral
La colazione sia come varietà che come servizio al tavolo.,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
"Pulizia, dalla A alla Z.",positive,neutral,neutral,neutral,neutral,neutral,neutral,neutral
"Allocata in un'ala poco frequentata, bagno molto piccolo, affaccio non gradevole.",neutral,negative,neutral,neutral,neutral,neutral,neutral,negative
"Posizione ottima distante 10 minuti a piedi dalla fermata Piola, staff cordiale e disponibile 24H, stanza abbastanza pulita con bagno privato",positive,neutral,neutral,positive,neutral,neutral,positive,neutral
"Il quartirere in cui è situato l'albergo non è per nulla rassicurante, sporco e parecchio affollato  Il letto era decisamente duro",neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
"L'insonorizzazione della camera, la cordialità del personale.",neutral,positive,neutral,positive,neutral,neutral,neutral,neutral
"Ottima posizione, davanti la stazione centrale e vicino al centro",neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
"La posizione molto strategica, vicino al centro e alla stazione dei treni e facilmente raggiungibile in auto.",neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
stanza non curatissima,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
"scarsa pulizia, staff poco presente e cordiale, pochi confort",negative,negative,neutral,negative,neutral,neutral,neutral,neutral
Non corrisponde per niente alle foto che sono state messe su Booking.,neutral,neutral,neutral,neutral,negative,neutral,neutral,neutral
"Sarebbe auspicabile che tutte le cameriere, a colazione, accogliessero gli ospiti con un sorriso perché chi ben comincia è a metà dell'opera.",neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
Il ristorante e' molto valido qualitativamente con buon rapporto prezzo qualità,neutral,neutral,positive,neutral,positive,neutral,neutral,neutral
"La palestra, con tutti i condizionatori accesi, era un frigorifero non utilizzabile",neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Buon rapporto qualità prezzo,neutral,neutral,neutral,neutral,positive,neutral,neutral,neutral
"L'albergo dovrebbe essere al più un due stelle, il rapporto qualità prezzo è decisamente sfavorevole",neutral,neutral,neutral,neutral,negative,neutral,neutral,neutral
"Il posto è veramente comodo a tutti i servizi, bus, treno e metro",neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
Il servizio WiFi ed il telefono in camera non andavano,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
Staff gentile e molto disponibile,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
Buon punto di partenza per camminate verso il centro storico che il lungomare.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
Posizione buona per la vicinanza alla stazione ferroviaria e il centro storico.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
Prezzo elevato in confronto alla media  colazione con alcuni prodotti da discount.,neutral,neutral,negative,neutral,negative,neutral,neutral,neutral
Si sentiva un po' di odore proveniente dal bagno.,negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral
Nemmeno una ciabattina per gli ospiti in un  S,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
La struttura è eccellente,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive
Camera  Infissi inadeguati alla struttura e la sua posizione  risultano essere decisamente poco insonorizzati .,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Poca frutta  sia fresca che secca .,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Ristorante e colazione ok.,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Colazione non gradevole  cibo freddo e succhi quasi acquosi.,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Il wifi...ti fa passare la voglia di lavorare.,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
la posizione comoda in quanto di fronte alla stazione ferroviaria.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
presente molto personale ma poco preparato,neutral,neutral,neutral,negative,neutral,neutral,neutral,neutral
Staff cortese e camera pulita,positive,neutral,neutral,positive,neutral,neutral,neutral,neutral
"la posizioNe, la colazione, il servizio parcheggio e il deposito bagagli utilissimo",neutral,neutral,positive,neutral,neutral,neutral,positive,neutral
camera piuttosto piccola ma decorosa,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Estetica interni non particolarmente curata,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"La camera puzzava ed era piena di polvere, le coperte bucate e il bagno sporco.",negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral
La prima colazione ricca e abbondante,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Le fortissime vibrazioni che si avvertiva o per l 'ascensore o invece per la ferrovia nelle vicinanze.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Buona ricotta e dolci per la prima colazione,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Camera eccessivamente calda e l aria condizionata non gestibile dalla camera,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Colazione nella media, e qualche problema di insonorizzazione  si potevano seguire i discorsi dei vicini fino all'ultima parola.",neutral,positive,negative,neutral,neutral,neutral,neutral,neutral
Poca manutenzione servizi igienici,negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral
colazione non molto varia,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
"Bagno veramente piccolo, doccia strettissima e materassi scomodi",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Troppe cose a migliorare,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
Inoltre il ristorante della struttura offre dei piatti ottimi.,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Mentre le parti comuni sembravano molto pulite.,positive,neutral,neutral,neutral,neutral,neutral,neutral,neutral
"richiesto assistenza x TV personale di supporto mai arrivato, essendo 1 notte abbiamo rinunciato a richiamare Capelli nella doccia, doccia molto stretta",negative,negative,neutral,negative,neutral,neutral,neutral,neutral
la camera standard forse e' troppo piccola,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
L'arredamento è un pò datato.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Cuscini bassi e duri senza possibilità di sceglierlo.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Ottimo il design della struttura, la qualit  degli arredi,la variet  della colazione, la bellissima vista dalla terrazza, la capacit  e la simpatia dello staff",neutral,neutral,positive,positive,neutral,neutral,positive,positive
La posizione favolosa...le camere bellissime...,neutral,positive,neutral,neutral,neutral,neutral,positive,neutral
Camere vista mare sono sempre una meraviglia,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
"Personale gentile, ottimo servizio.",neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
La colazione non organizzata bene,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Nelle due camere  la nostra e quella dei nostri amici  ci sono parecchi punti scrostati e rovinati che non sono congrui con un 4 stelle.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
I canali principali della televisione nn funzionavano ma X me nn era importante .,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Deve essere più pulito .,negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral
La camera era molto bella ed arredata con grande gusto.,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
Posizione fantastica e colazione ottima,neutral,neutral,positive,neutral,neutral,neutral,positive,neutral
Le stanze sono ampie e comode.,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
Anche la colazione è veramente abbondante e di qualità,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Ci tengo a sottolineare che la parte forte di questa struttura é la professionalità e bravura del personale.,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
Ottima la distanza dalla metro.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
"la posizione, vicino alla stazione.",neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
La posizione che è vicino alla stazione e di sera non è molto tranquilla per camminare,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral
Ha il grande vantaggio della posizione centrale ma fuori dalla zona traffico limitato.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
"Per essere più competitivi si potrebbe includere anche nelle camere in offerta, la colazione.",neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
Buon punto di riferimento per eventuali futuri ritorni in città.,neutral,neutral,neutral,neutral,positive,neutral,neutral,neutral
"Mobili rotti, maniglia della porta rotta, anche le serrande delle finestre completamente rotte.",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
La stanza era un po  trascurata,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
"Personale cordiale e disponibilissimo, struttura in posizione ottimale per girare la città.",neutral,neutral,neutral,positive,neutral,neutral,positive,neutral
ho soggiornato in una stanza al pianterreno   cosa che non mi piace   un po' buia ma per una notta è ok,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
C'è anche un via vai di gente fino a tarda notte.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Faceva caldissimo e non c'era il condizionatore, non siamo riuscite a dormire io e la mia amica dal caldo poi per andare a fare la doccia o andare in bagno è comune e sporco.",negative,negative,neutral,neutral,neutral,neutral,neutral,neutral
L'attenzione e cortesia del personale,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
Il check out è stato molto lento.,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Il personale cortese e disponibile,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Ci sono stati un p  di guasti e il servizio non è stato al livello di un 5 stelle,neutral,neutral,negative,negative,neutral,neutral,neutral,neutral
"Personale disponibile, ma alla richiesta della fattura ha fatto spallucce dicendomi che l avrebbero spedita via mail, non ho  ancora ricevuto niente.",neutral,neutral,neutral,negative,neutral,neutral,neutral,neutral
"Ho prenotato all'hotel Ambra e sono stata dirottata sul Miss B b , non ho avuto la colazione anche se era compresa nella tariffa.",neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
"difficolta nel raggiungere la struttura, bagni un pò datati",neutral,neutral,neutral,neutral,neutral,neutral,negative,negative
"Ho segnalato che la stanza era fredda, ma non vi è stato modo di riscaldarla e mi sono ammalata.",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Centro Disponibilità in 15 minuti.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
Caldo da svenire e fila da fare per entrare nella sala colazione.,neutral,negative,negative,neutral,neutral,neutral,neutral,neutral
camere sul fronte albergo un po rumorose,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Hotel moderno esattamente di fronte alla stazione ferroviaria, stanza silenziosa, spaziosa e pulita, personale molto cortese, buona colazione.",positive,positive,positive,positive,neutral,neutral,neutral,neutral
"2  Serratura della porta del bagno assente e rotta, e la porta stessa non si chiudeva completamente",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Camera piccola ma pulita.,positive,negative,neutral,neutral,neutral,neutral,neutral,neutral
peli nel bagno polvere sul pavimento.,negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral
"Nel bagno c'è tutto, anche il phon, oltre quella da muro.",neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Camera e bagno decisamente angusti e piccoli,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
C'è il vantaggio però che il bar è interno e puoi prendere pure un semplice caffè con brioche a prezzi normali.,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
