sentence,cleanliness_presence,comfort_presence,amenities_presence,staff_presence,value_presence,wifi_presence,location_presence,other_presence
Un solo  bagno per ogni 8 10 oipiti.,0,0,1,0,0,0,0,0
"colazione ottima, staff gentile e professionale",0,0,1,1,0,0,0,0
troppo caldo in stanza,0,1,0,0,0,0,0,0
"L'hotel è bello, unisce antico e moderno in modo piacevole.",0,1,0,0,0,0,0,0
"lo staff, e gentile",0,0,0,1,0,0,0,0
"Belle camere dotate di quel che serve, anche Sky.",0,1,1,0,0,0,0,0
Quindi per me non un buon rapporto qualità prezzo,0,0,0,0,1,0,0,0
Colazione A buffet SUPER  addirittura una sezione riservata a vegetariani vegani Albergo pulito e molto elegante.,1,0,1,0,0,0,0,0
"Camera semplice ma con tutto il necessario  frigorifero, diverse prese della corrente, scrivania, armadio  e pulita.",1,1,1,0,0,0,0,0
Ottimo il ristorante all'interno Comodo per chi va in fiera o chi è di passaggio sull'autostrada,0,0,1,0,0,0,1,0
Comodo vicino stazione centrale,0,0,0,0,0,0,1,0
Cortesia del personale,0,0,0,1,0,0,0,0
Mancava anche lo scopino.,0,1,0,0,0,0,0,0
Molto utili i suggerimenti sui servizi nelle vicinanze.,0,0,0,1,0,0,0,0
La colazione non era adeguata alle 4 stelle.,0,0,1,0,0,0,0,0
"La stanza era molto accogliente e pulita, la colazione davvero ottima e con ampia scelta",1,1,1,0,0,0,0,0
Parcheggio auto davanti all'hotel,0,0,1,0,0,0,0,0
Gentilezza e cortesia dello Staff,0,0,0,1,0,0,0,0
Stanze nuovissime ed arredate con gusto.,0,1,0,0,0,0,0,0
Il gabinetto era ad un centimetro da un pilastro.,0,1,0,0,0,0,0,0
"colazione ottima, varia ed abbondante",0,0,1,0,0,0,0,0
Posizione dell'hotel a due passi dalla stazione.,0,0,0,0,0,0,1,0
"Posizione vicino alla tangenziale, posteggio ampio, letto molto comodo.",0,1,0,0,0,0,1,0
Posizione molto interessante per visita turistica della città.,0,0,0,0,0,0,1,0
"Colazione abbondante, camera ampia e silenziosa.",0,1,1,0,0,0,0,0
"Copriletto non pulito, scarsa insonorizzazione delle stanze",1,1,0,0,0,0,0,0
Buona colazione e pulizia impeccabile,1,0,1,0,0,0,0,0
Cortesia e disponibilità....eeee si i cornetti erano buoni assai...,0,0,1,1,0,0,0,0
le pantofole per uomo sono piccole.,0,0,1,0,0,0,0,0
"Staff spettacolare, cordiale, caloroso, attento ci hanno fatto sentire a casa",0,0,0,1,0,0,0,0
La mancanza di pulizia in camera e bagno.,1,0,0,0,0,0,0,0
Colazione abbondante sia dolce che salata,0,0,1,0,0,0,0,0
Stanza un po' piccola,0,1,0,0,0,0,0,0
9  Potreste ritrovarvi in una camera dove sono presenti SOLO letti a castello senza scaletta e senza protezioni per chi dorme sopra.,0,1,0,0,0,0,0,0
Colazione inferiore alle aspettative.,0,0,1,0,0,0,0,0
La camera era un po piccola.,0,1,0,0,0,0,0,0
Non tornerò mai più,0,0,0,0,0,0,0,1
"Forte puzza di umidità nella camera Cornetta della doccia non fissata bene, doccia non propriamente confortevole",1,1,0,0,0,0,0,0
Cordialità e simpatia del personale,0,0,0,1,0,0,0,0
"Posizione comodissima  a piedi dalla stazione, a piedi in centro.",0,0,0,0,0,0,1,0
ringrazio ancora lo staff per la loro cordialità,0,0,0,1,0,0,0,0
ottimo servizio molto customer oriented,0,0,0,1,0,0,0,0
"L'igiene dei letti lasciava molto a desiderare, tra capelli e peli.",1,0,0,0,0,0,0,0
"Tutto  Accoglienza pessima, locali sporchi, la stanza non corrispondeva a quella prenotata e per ripare al disagio ci è stata offerta una colazione a dir poco oscena.",1,1,1,1,0,0,0,0
Le camere sono molto  fredde  con mouquette datata e la vista di quelle interne da  the day after .,0,1,0,0,0,0,0,0
"L'atteggiamento scorbutico dei camerieri nella sala colazioni  solo quello degli uomini, mentre le signore e le ragazze erano gentili e disponibili .",0,0,0,1,0,0,0,0
Ottimo prezzo per famiglie numerose,0,0,0,0,1,0,0,0
quando siamo entrati abbiamo trovato dei cartoni della pizza dei clienti precedenti,1,0,0,0,0,0,0,0
Bella struttura e buona colazione,0,0,1,0,0,0,0,1
Forse manca una vera convenzione con parcheggio limitrofo,0,0,1,0,0,0,0,0
Parcheggio dell albergo troppo costoso.,0,0,1,0,0,0,0,0
la pulizia della camera e il fatto che fosse silenziosa come avevo chiesto,1,1,0,0,0,0,0,0
"Scarico wc non funzionante, nonostante abbia fatto presente il problema più di una volta ho dovuto cambiare stanza alle 10 di sera per mancanza di organizzazione della struttura, anche se hanno poi cercato di rimediare facendoci trascorrere l'ultima notte nella junior suite la figura è stata pessima.",0,0,1,1,0,0,0,0
"Impossibile parcheggiare malgrado sia fuori dal centro e, pertanto, obbligatorio usufruire del garage convenzionato a 10 euro al giorno notte.",0,0,1,0,1,0,0,0
Personale molto gentile e disponibile.,0,0,0,1,0,0,0,0
Tutta la struttura e' molto bella  anche la colazione ottima,0,1,1,0,0,0,0,0
Un pelo pubico nella crostata a colazione come ciliegina .,1,0,1,0,0,0,0,0
"L'atmosfera, la cordialità del personale e la posizione centrale",0,0,0,1,0,0,1,0
camera fredda e con condizionatore molto rumoroso,0,1,0,0,0,0,0,0
"Consiglerei se si fa tardi di prendere subito il taxi e non andare a piedi, perche la zona per arrivare al Hotel e un po scognita.",0,0,0,0,0,0,0,1
Dal bagno veniva cattivo odore.,0,1,0,0,0,0,0,0
Stanze un po' rumorose per via della strada sottostante,0,1,0,0,0,0,0,0
4 stelle assolute ma ciò che ha rovinato il mio soggiorno è l'assoluto grado di scarso garbo e scarsa comunicazione del personale.,0,0,0,1,0,0,0,0
Ha bisogno di una rinfrescata,0,0,0,0,0,0,0,1
Il Cellulare è rimasto senza ricarica,0,1,0,0,0,0,0,0
"Arredamenti e finiture camere datati, andrebbero rinfrrescate",0,0,0,0,0,0,0,1
"La struttura alberghiera è in un palazzo d epoca, recentemente ristrutturato, con belle sale comuni e una splendida terrazza.",0,0,0,0,0,0,0,1
Facile da raggiungere in macchina.,0,0,0,0,0,0,1,0
Molto comodo alla stazione,0,0,0,0,0,0,1,0
Durante la collazione il cameriere ti punta con lo sguardo.,0,0,0,1,0,0,0,0
L'ingresso della struttura non è molto invitante.,0,1,0,0,0,0,0,0
"Hotel molto carino, in pieno centro.",0,0,0,0,0,0,1,1
Pulizia veramente scadente non accettabile per un 4 stelle.,1,0,0,0,0,0,0,0
Le camere non sono ben isolate e si sente un chiacchiericcio di sottofondo a qualunque ora.,0,1,0,0,0,0,0,0
Al mio rientro in camera   ore 20  la stanza era ancora da rifare,0,0,0,1,0,0,0,0
Staff molto disponibile e gentile,0,0,0,1,0,0,0,0
Qualità prezzo tra le migliori trovate.,0,0,0,0,1,0,0,0
"Scomoda  specialmente nel periodo invernale con bambini  quando c'è stata la necessità di raggiungere la reception o la mensa  nella struttura principale  considerato che dista circa 200 mt  la pulizia all'interno del bagno lasciava molto a desiderare in quanto vi era la presenza di animaletti morti sul pavimento  l'acqua calda diventava a tratti fredda non permettendo di fare la doccia  il servizio sky in camera non funzionava  anche quì i controlli  pre   consegna del monolocale ai clienti, secondo me, è stata approssimativa  condizionatori alquanto rumorosi.",1,1,1,0,0,0,0,1
"davvero silenzioso, pulito e letto comodissimo",1,1,0,0,0,0,0,0
Personale che non conosce l'italiano  e nemmeno l'Italia .,0,0,0,1,0,0,0,0
"Stanze fatiscenti, carta da parati e moquette sporca.",1,0,0,0,0,0,0,0
Stanza spartana nonostante avessi prenotato una superior pensavo di rimanere maggiormente soddisfatta.,0,1,0,0,0,0,0,0
La posizione rispetto al centro è ottima.,0,0,0,0,0,0,1,0
L'albergo è a 5 minuti a piedi da Piazza Maggiore.,0,0,0,0,0,0,1,0
"Posizione centrale, rapporto qualità prezzo della camera proporzionato.",0,0,0,0,1,0,1,0
Personale gentile e disponibile.,0,0,0,1,0,0,0,0
Ambiente gradevole e confortevole.,0,1,0,0,0,0,0,0
Struttura un po' datata .,0,0,0,0,0,0,0,1
Doccia con acqua tiepida,0,1,0,0,0,0,0,0
Lo staff è molto gentile e cortese,0,0,0,1,0,0,0,0
si saliva a piedi...con il bagaglio,0,1,0,0,0,0,0,0
Letto nn confortevole   giudizio personale,0,1,0,0,0,0,0,0
"Bella gente, bello il posto.",0,0,0,1,0,0,1,0
l'arredo delle camere molto minimal,0,1,0,0,0,0,0,0
Camera pulita e letto confortevole.,1,1,0,0,0,0,0,0
ospitalità cameriera e reception,0,0,0,1,0,0,0,0
Dormire non è stato agevole.,0,1,0,0,0,0,0,0
Colazione varia e ricca,0,0,1,0,0,0,0,0
Struttura moderna che dispone di tutti i confort,0,1,0,0,0,0,0,0
"Pulizia camere,gentilezza e professionalità personale,cenone capodanno ottimo sia nel cibo che intrattenimento musicale con camerieri professionali e simpatici",1,0,1,1,0,0,0,0
"Le camere e i bagni sono un po' datati, sarebbe opportuno un restauro.",0,0,0,0,0,0,0,1
Dovrebbe rivedere gli ingressi per i disabili.,0,1,0,0,0,0,0,0
Migliorerei i comandi interni degli ascensori,0,1,0,0,0,0,0,0
Belle e moderne le camere,0,0,0,0,0,0,0,1
Camera poco insonorizzata verso la strada.,0,1,0,0,0,0,0,0
"Posizione strategica, pulito ed accogliente.",1,1,0,0,0,0,1,0
"Alle 2 passate, del mattino  non so se sono stato sfortunato a essere capitato durante delle feste  c'era ancora musica assordante.",0,1,0,0,0,0,0,0
La doccia sprizza da tutte le parti,0,1,0,0,0,0,0,0
"La posizione è molto comoda, inoltre lo staff molto professionale",0,0,0,1,0,0,1,0
Con la cifra pagata almeno la colazione... o quanto meno una convenzione con un bar.,0,0,1,0,0,0,0,0
Posizione centrale  Staff cortese  Colazione ottima  Pulizia della camera,1,0,1,1,0,0,1,0
la posizione in perfetto centro.,0,0,0,0,0,0,1,0
comoda la posizione e nient'altro,0,0,0,0,0,0,1,0
"Sapevamo del bagno in comune, la sfortuna è trovare gente incivile che lo utilizza",0,1,0,0,0,0,0,0
Colazione gratuita anche dopo l'orario,0,0,1,0,0,0,0,0
"Troppo distante dal centro, tenendo conto della problematicità dei trasporti urbani.",0,0,0,0,0,0,1,0
"Molto pulita, nuova e personale gentile",1,0,0,1,0,0,0,0
"Il Wi Fi praticamente non funzionava, forse perché così ti facevi il pacchetto a pagamento, chissà....",0,0,0,0,0,1,0,0
"Edificio elegante, ottima gestione.",0,1,1,0,0,0,0,0
"Troppe correnti negli ambienti comuni  nella sala della colazione, nella hall.",0,0,0,0,0,0,0,1
Francamente le stanze oltre che svecchiarle bisognerebbe pulirle....ho passato un tovagliolo di carta a terra.... lasciamo perdere.... le finestre sono una vergogna e sono certa che non vengano pulite da mesi.,1,1,0,0,0,0,0,0
Tranne per l'acqua calda che alle ore 07 mancava.,0,1,0,0,0,0,0,0
"La camera da letto era perfetta, sembrava un sogno.",0,1,0,0,0,0,0,0
"Camera veramente confortevole, ottimo il materasso, bagno pulito e con tutti gli accessori.",1,1,0,0,0,0,0,0
Colazione ottima sia dolce che salata.,0,0,1,0,0,0,0,0
All'interno si presenta bella a vedersi.,0,0,0,0,0,0,0,1
la camera  buia e con vista sulla scala antiincendio,0,1,0,0,0,0,0,1
Buona la colazione e lo staff si è dimostrato molto cordiale.,0,0,1,1,0,0,0,0
vecchia e andrebbe rimodernata.,0,0,0,0,0,0,0,1
NUMEROSE TRACCE  CAPELLI  DEL CLIENTE PRECEDENTE SUL PAVIMENTO,1,0,0,0,0,0,0,0
struttura vetusta  camera spartana con buchi e rotture nei muri  bagno e doccia con mattonelle spaccate  infissi vetusti e sottili da lasciare entrare rumori dalla strada come se non ci fossero  piumone macchiato   pessimo rapporto qualità prezzo,0,1,1,0,1,0,0,0
Non è stato possibile pagare in anticipo per regole fisse interne.,0,0,1,0,0,0,0,0
"La reception è il difetto più grande, non all'altezza della struttura.",0,0,0,1,0,0,0,0
Stanza 318 poco illuminata,0,1,0,0,0,0,0,0
Da rivedere completamente il Bistrot.,0,0,1,0,0,0,0,0
L'ottimo rapporto qualità prezzo.,0,0,0,0,1,0,0,0
Niente assolutamente da chiudere,0,0,0,0,1,0,0,0
Gode di un panorama UNICO AL MONDO,0,0,0,0,0,0,0,1
"La gentilezza dello staff, la colazione e la posizione",0,0,1,1,0,0,1,0
La posizione dell'hotel è davvero strategica.,0,0,0,0,0,0,1,0
ottima posizione e staff gentile,0,0,0,1,0,0,1,0
Per entrare nel letto spazio di 20 cm su ambo i lati,0,1,0,0,0,0,0,0
"L'energia elettrica a tarda notte viene sospesa, bisogna reinserire la scheda per riattivarla.",0,1,0,0,0,0,0,0
Il personale si è mostrato molto cortese e disponibile.,0,0,0,1,0,0,0,0
Non mi sembra che meriti le 4 stelle.,0,0,0,0,0,0,0,1
"oltre alla posizione ho apprezzato la professionalità alla reception, il  piano B  predisposto per l'ultimo dell'anno  non solo cenone ma anche cena al buffet , e lo staff dell'assistenza e manutenzione sempre disponibile  la selezione di ottime grappe del bar  cosa rara in Italia dove si propongono 20 etichette di single malt o blended e solo 2 o 3 etichette di grappacce commerciali , e la colazione  varia, buona e abbondante.",0,0,1,1,0,0,1,0
La zona di fronte alla stazione dove si trova l'albergo non ben frequentata e lontana dal centro storico .,0,0,0,0,0,0,1,0
"SOLO IL PRIMO GIORNO DEL SOGGIORNO COMPRENDEVA UNA BOTTIGLIA DI ACQUA IN OMAGGIO, FRIGO BAR VUOTO E DISTRIBUTORE DELLE BEVANDE PRESENTE SUL PIANO ROTTO.",0,0,1,0,0,0,0,0
"Migliorerei le zone di passaggio dell hotel, ci sono molti sbalzi di temperatura fra la hall, zona ristorante e zona colazione",0,0,0,0,0,0,0,1
"Bellissima struttura, nuova e ben curata.",0,0,0,0,0,0,0,1
Al check out alla richiesta di avere un taxi mi è stato risposto di uscire e cercarlo per strada.,0,0,0,1,0,0,0,0
"Staff cortese e accogliente, ottima posizione",0,0,0,1,0,0,1,0
Camere moderne e pulite anche se non spaziose.,1,1,0,0,0,0,0,0
La mancanza di parcheggio è fastidiosa e il garage a 150 m è abbastanza costoso.,0,0,1,0,1,0,0,0
per andare in centro occorre prendere l'auto e non è facile parcheggiare.,0,0,0,0,0,0,1,0
Mancava il frigo bar in camera.,0,0,1,0,0,0,0,0
Sono uscito ed il bagno era un  laghetto,0,1,0,0,0,0,0,0
Parcheggio riservato sotto l'hotel.,0,0,1,0,0,0,0,0
"Stanza molto bella e moderna, bagno confortevole",0,1,0,0,0,0,0,1
Buona e varia la colazione.,0,0,1,0,0,0,0,0
"L hotel ha una posizione perfetta , è pulito e offre tutti i servizi .",1,0,1,0,0,0,1,0
La vista sulle torri merita il soggiorno.,0,0,0,0,0,0,0,1
Colazione vasta e di qualità,0,0,1,0,0,0,0,0
Pulizia accurata e personale gentile e professionale.,1,0,0,1,0,0,0,0
"l'educazione dei giovanissimi ragazzi dello staff, ben educati e disponibili.",0,0,0,1,0,0,0,0
"E' perfetto anche per la sera, perché si trova in una zona piena di ristoranti e pizzerie.",0,0,0,0,0,0,1,0
"colazione molto abbondante, posizione centrale, personale d'accoglienza cortese",0,0,1,1,0,0,1,0
Letto grande,0,1,0,0,0,0,0,0
La stanza è spartana ma pratica  mi è sembrata pulita nonostante qualche recensione negativa che avevo letto.,1,1,0,0,0,0,0,0
"letto perfetto, doccia alla giusta temperatura, colazione super",0,1,1,0,0,0,0,0
"La location è ottima, struttura immersa nel verde, stanze ben arredate e capienti.",0,1,0,0,0,0,1,0
"eleganza, igiene e pulizia e disponibilità del personale",1,0,0,1,0,0,0,1
"Buon breakfast, vicino all  stazione FS e a 10 minuti a piedi del centro storico.",0,0,1,0,0,0,1,0
Fermata del bus per il centro città a 100 metri,0,0,0,0,0,0,1,0
"Lenzuola più piccolo del matrimoniale, macchie sui cuscini, piatto doccia non ben lavato, pavimento impolverato sia in bagno che in stanza, tv non funzionante  forse posizionata troppo in alto, sopra l'armadio, e quindi probabilmente non riusciva a prendere il segnale dal telecomando , armadio senza ante.",1,1,0,0,0,0,0,0
Parcheggio molto comodo e reception 24 24h.,0,0,1,1,0,0,0,0
La camera non è di un 4 stelle al massimo ne vale 2,0,1,0,0,0,0,0,0
Ho apprezzato molto il cappuccino servito dal bar e non dalle macchinette automatiche non si trova quasi mai,0,0,1,0,0,0,0,0
Inoltre l'hotel si trova in una posizione centralissima.,0,0,0,0,0,0,1,0
"Camera con vista sulla città veramente magnifica, con tutti i comfort e servizi a disposizione, centro facilmente raggiungibile a piedi  dieci minuti , comodo parcheggio a pagamento disponibile sia in hotel che nelle immediate vicinanze  i parcheggi a Bologna sono TUTTI e SEMPRE a pagamento, tranne nei giorni festivi .",0,1,1,0,0,0,1,0
Non corrispondente affatto a un 3 stelle  4 in altri siti...  .,0,0,0,0,0,0,0,1
Il prezzo è eccessivo ed il personale MOLTO maleducato .,0,0,0,1,1,0,0,0
Il riscaldamento nella stanza 312 che mi è stata assegnata non funzionava.,0,1,0,0,0,0,0,0
Molto vicino alla stazione Centrale di Napoli e quindi ai mezzi pubblici.,0,0,0,0,0,0,1,0
Per un 4 stelle mi aspettavo qualcosa in più alcuni dettagli da migliorare come sbavature di pittura sui zoccolini parte bassa della doccia un po' arrugginita sono piccolezze ma è il dettaglio che fa la qualità.,0,0,0,0,0,0,0,1
permette di raggiungere comodamente a piedi quasi tutti i principali monumenti,0,0,0,0,0,0,1,0
Staff gentile e disponibile,0,0,0,1,0,0,0,0
"E' stato un piacere soggiornare qui, lo consiglio vivamente e di certo sarà il mio riferimento per la prossima visita nella bella bologna.",0,0,0,0,0,0,0,1
e dopo tutto questo... voleva altri 10 euro per un parcheggio indecente,0,0,1,0,0,0,0,0
Arredi un po' datati.,0,0,0,0,0,0,0,1
"unica pecca il bagno un po freddino, purtroppo durante il nostro soggiorno il clima non era dei migliori.",0,1,1,0,0,0,0,0
Camera spaziosa e pulita,1,1,0,0,0,0,0,0
Colazione buffet varia e abbondante.,0,0,1,0,0,0,0,0
La terrazza panoramica è veramente spettacolare,0,0,0,0,0,0,1,0
"La camera era funzionale, ma un po' piccola e mancava qualche appoggio.",0,1,0,0,0,0,0,0
"assurdo che la colazione non fosse disponibile al mattino presto, noi abbiamo lasciato l hotel alle 6 per prendere un aereo.",0,0,1,0,0,0,0,0
Camera al 3 piano con ascensore con bagno piccolino ma con una doccia in compenso davvero grande.,0,1,0,0,0,0,0,0
"Grazie a Steve il ragazzo della reception che c ha accolto e nonostante avessimo il bagno in comune nella prenotazione è riuscito a farci avere un bagno tutto per noi allo stesso prezzo, c ha tenuto d occhio le valigie mentre andavamo in giro.",0,1,1,1,0,0,0,0
Staff cordiale e gentile,0,0,0,1,0,0,0,0
Nel complesso buona sistemazione e ottima colazione,0,0,1,0,0,0,0,0
"Il clima in camera non era molto caldo, ho dovuto mettere due coperte stile anni 70.",0,1,0,0,0,0,0,0
I succhi erano praticamente acqua e quasi nessuna pasta fresca  solo quelle scaldate a forno e per essere in un hotel di questo livello e a Bologna sinceramente sono rimasto deluso,0,0,1,0,0,0,0,0
Ottima posizione ottimo staff struttura pulita ed elegante.,1,1,0,1,0,0,1,0
"Migliorerei molte cose, tra le quali la pulizia e l'accoglienza  Palazzo fornito di ascensore minuscolo a pagamento 10 centesimi ogni volta  ci stavano a mala pena tre trolley.",1,1,0,1,0,0,0,0
